winery,wine,year,rating,num_review,region,price,type,grapes,region_map,region_map2
Sedella,Laderas de Sedella Red Blend 2017,2017,3.6,28,España / Andalucía / Sierras de Málaga,15.50,Vino tinto,100 % de Garnacha,Andalucía,Andalucía
Pago de Los Capellanes,O Luar do Sil Valdeorras Godello 2020,2020,4.1,1468,España / Galicia / Valdeorras,10.90,Vino blanco,100 % de Godello,Galicia,Galicia
Canforrales,Clásico Tempranillo 2018,2018,3.6,116,España / Castilla / La Mancha,3.50,Vino tinto,100 % de Tempranillo,Castilla,Castilla
Quinta Sardonia,QS2 2012,2012,4.0,931,España / Castilla y León,21.55,Otro,"90 % de Tinto Fino, 6 % de Cabernet Sauvignon, 3 % de Merlot, 1 % de Shiraz/Syrah",Castilla y León,Castilla y León
Succès,Experiència Parellada Gastronòmica 2020,2020,3.6,63,España / Cataluña / Conca de Barberà,7.89,Vino blanco,Parellada,Cataluña,Cataluña
Cune (CVNE),Reserva 1998,1998,3.9,27,España / Rioja,80,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Ossian,Quintaluna 2018,2018,3.9,936,España / Castilla y León,13.50,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Chozas Carrascal,El Cabernet F - Familiar 2014,2014,4.0,160,España / Valencia / Utiel-Requena,34.90,Vino tinto,Cabernet Franc,Valencia,Valencia
Telmo Rodriguez,Gazur 2018,2018,3.5,290,España / Castilla y León / Ribera del Duero,9.75,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Valtravieso,Finca Santa Maria 2019,2019,3.7,612,España / Castilla y León / Ribera del Duero,8.25,Vino tinto,"98 % de Tinto Fino, 2 % de Merlot",Castilla y León,Castilla y León
Bodegas Amaren,Ángeles de Amaren Tempranillo - Graciano 2015,2015,4.2,874,España / Rioja,17.23,Otro,"85 % de Tempranillo, 15 % de Graciano",Rioja,Rioja
Gramona,Gessamí 2021,2021,4.2,841,España / Cataluña / Penedès,11.49,Vino blanco,100 % de Moscatel,Cataluña,Cataluña
Viña Mayor,Ribera del Duero Gran Reserva 2012,2012,3.6,102,España / Castilla y León / Ribera del Duero,34.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Luberri,Biga de Luberri Crianza 2017,2017,3.9,320,España / Rioja,8.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
El Hato y el Garabato,Sin Blanca Juan Garcia 2017,2017,3.8,42,España / Castilla y León / Arribes,15,Otro,Juan Garcia,Castilla y León,Castilla y León
Entresierras Algairen,Tempranillo 2015,2015,3.3,140,España / Aragón / Cariñena,9.15,Vino tinto,100 % de Tempranillo,Aragón,Aragón
Horacio Calvente,Guindalera 2018,2018,3.9,36,España / Andalucía / Granada Sur-Oeste,11.67,Vino blanco,Moscatel de Alejandría,Andalucía,Andalucía
Mesta,Tempranillo Rosé 2019,2019,3.5,683,España / Castilla / Uclés,7.89,Otro,100 % de Tempranillo,Castilla,Castilla
Mestres,Mas Via Gran Reserva Brut 2004,2004,4.5,109,España / Cava,58.16,Otro,"Macabeo, Parellada",Cava,Cava
Hugas de Batlle,Coma Fredosa 2014,2014,4.0,75,España / Cataluña / Empordà,17.36,Vino tinto,100 % de Cabarnet Sauvignon,Cataluña,Cataluña
Telmo Rodriguez,Gaba do Xil Godello 2020,2020,3.9,298,España / Galicia / Valdeorras,11.92,Vino blanco,100 % de Godello,Galicia,Galicia
Finca Moncloa,Viñedos Propios 2017,2017,4.1,609,España / Andalucía / Cádiz,15.37,Vino tinto,Tintilla de Rota,Andalucía,Andalucía
Baron de Ley,Tres Viñas Blanco Reserva 2015,2015,4.2,134,España / Rioja,13.23,Vino blanco,"70 % de Viura, 15 % de Malvasia, 15 % de Garnacha Blanca",Rioja,Rioja
Tomàs Cusiné,Geol 2017,2017,3.9,236,España / Cataluña / Costers del Segre,18.69,Vino tinto,100 % de Cabernet Sauvignon,Cataluña,Cataluña
Celler Masroig,Finca Cucó Jove 2018,2018,3.4,123,España / Cataluña / Tarragona / Montsant,6.90,Vino tinto,"Carignan, Garnacha",Cataluña,Cataluña
Vinícola del Priorat,Ònix Clàssic 2018,2018,3.8,385,España / Cataluña / Priorato,9.78,Vino tinto,"Mazuelo, Garnacha",Cataluña,Cataluña
Codorníu,Ars Collecta Gran Reserva Blanc de Noirs 2017,2017,4.1,44,España / Cava,19,Otro,"Pinot Noir, Xarel-lo, Trepat",Cava,Cava
Benjamin de Rothschild - Vega Sicilia,Macán 2016,2016,4.5,1143,España / Rioja,65.10,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Tábula,Damana 5 Ribera del Duero 2018,2018,3.6,986,España / Castilla y León / Ribera del Duero,7.50,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Beronia,Rioja Tempranillo 2020,2020,3.9,72,España / Rioja,7.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Tionio,Tinto (Crianza) 2017,2017,3.7,86,España / Castilla y León / Ribera del Duero,17.90,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Matsu,El Picaro 2021,2021,3.8,494,España / Castilla y León / Toro,7.65,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Cune (CVNE),Roble 2019,2019,3.6,504,España / Castilla y León / Ribera del Duero,7.80,Vino tinto,100 % de Tinta del Pais,Castilla y León,Castilla y León
Mas de Sella,Tinto Vendimia Seleccionada 2016,2016,4.0,29,España / Valencia / Alicante,15.95,Vino tinto,"Cabernet Franc, Garnacha, Marcelan, Shiraz/Syrah, Cabernet Sauvignon",Valencia,Valencia
Martín Faixó,Cadac 2008,2008,4.0,119,España / Cataluña / Empordà,31.45,Vino tinto,"Grenache, Cabernet Sauvignon",Cataluña,Cataluña
Muga,Crianza 2011,2011,3.8,2073,España / Rioja,16.90,Vino tinto,Graciano,Rioja,Rioja
San Cobate,San Cucufate Monasterio 2017,2017,4.3,52,España / Castilla y León / Ribera del Duero,34.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
El Sacramento,Tinto 2014,2014,4.2,259,España / Rioja,39.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Olarra,Añares Rioja Reserva 2018,2018,3.9,33,España / Rioja,10.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Legaris,Ribera del Duero Crianza 2018,2018,3.9,749,España / Castilla y León / Ribera del Duero,15.62,Vino tinto,"90 % de Tempranillo, 10 % de Cabernet Sauvignon",Castilla y León,Castilla y León
Berceo,Los Dominios de Berceo Prefiloxerico 2015,2015,4.4,34,España / Rioja,29.25,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Pago de Los Capellanes,Parcela El Picón Tinto 2009,2009,4.6,139,España / Castilla y León / Ribera del Duero,134.26,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Gallina de Piel,Roca del Crit 2018,2018,3.9,319,España / Cataluña / Empordà,16.30,Vino tinto,"86 % de Cariñena, 14 % de Garnacha",Cataluña,Cataluña
Michelini i Mufatto,En El Camino Acercándonos Mencía 2019,2019,4.0,45,España / Castilla y León / Bierzo,14.50,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Monte Real,Gran Reserva 1964,1964,4.5,55,España / Rioja,275,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Mano a Mano,Mano a Mano 2017,2017,3.5,267,España / Castilla,5.70,Vino tinto,100 % de Tempranillo,Castilla,Castilla
Álvaro Palacios,Finca Dofí 2007,2007,4.3,210,España / Cataluña / Priorato,175,Vino tinto,100 % de Grenache,Cataluña,Cataluña
Scala Dei,Masdeu 2014,2014,4.4,67,España / Cataluña / Priorato,84.90,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Marqués de Griñon,Blanco (Verdejo) 2021,2021,3.8,206,España / Castilla y León / Rueda,6.90,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Ramón Bilbao,Edición Limitada 2018,2018,3.9,316,España / Rioja,11.83,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Familia Torres,Salmos 2017,2017,4.2,1510,España / Cataluña / Priorato,24.50,Vino tinto,100 % de Shiraz/Syrah,Cataluña,Cataluña
Bodegas Roda,Sela Rioja 2018,2018,3.9,824,España / Rioja,27.75,Vino tinto,100 % de Tempranillo,Rioja,Rioja
José Pariente,Cuvée Especial Verdejo 2015,2015,4.2,108,España / Castilla y León / Rueda,25.45,Otro,100 % de Verdejo,Castilla y León,Castilla y León
Pago de Carraovejas,Cuesta de Las Liebres 2015,2015,4.8,437,España / Castilla y León / Ribera del Duero,203.25,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Valserrano,El Ribazo Rioja 2016,2016,4.0,118,España / Rioja,17.30,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Álvaro Palacios,Les Terrasses Laderas de Pizarra 2019,2019,4.2,655,España / Cataluña / Priorato,29.45,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Abadía Retuerta,Le Domaine Blanco de Guarda 2019,2019,4.4,390,España / Castilla y León / Sardón de Duero,34.90,Vino blanco,"70 % de Sauvignon Blanc, 30 % de Verdejo",Castilla y León,Castilla y León
Atlántida,Blanco 2019,2019,4.3,60,España / Andalucía / Cádiz,23.60,Vino blanco,Vijiriega,Andalucía,Andalucía
Fefiñanes,Albariño de Fefiñanes III Año 2016,2016,4.2,182,España / Galicia / Rías Baixas,31.85,Vino blanco,100 % de Albariño,Galicia,Galicia
Terroir Al Límit Soc. Lda,Arbossar 2019,2019,4.1,54,España / Cataluña / Priorato,57.90,Otro,100 % de Cariñena,Cataluña,Cataluña
Aroa,Laia 2016,2016,3.7,131,España / Navarra,8.95,Vino blanco,100 % de Grenache Blanc,Navarra,Navarra
Leyenda del Páramo,El Aprendiz Tinto 2018,2018,3.6,40,España / Castilla y León / Tierra de León,7.15,Vino tinto,100 % de Prieto Picudo,Castilla y León,Castilla y León
El Coto,Coto de Imaz Rioja Reserva 1996,1996,4.0,113,España / Rioja / Rioja Alavesa,21.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Celistia,Criança Garnacha Tinta - Syrah 2017,2017,3.7,63,España / Cataluña / Costers del Segre,9.70,Vino tinto,"Shiraz/Syrah, Garnacha Tinta",Cataluña,Cataluña
Particular,Chardonnay 2019,2019,3.4,41,España / Aragón / Cariñena,4.90,Vino blanco,100 % de Chardonnay,Aragón,Aragón
Quinta Milú,Bellavista 2014,2014,3.9,39,España / Castilla y León / Ribera del Duero,21.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
EGO,Goru Gold 2017,2017,3.8,3659,España / Murcia / Jumilla,11.90,Vino tinto,100 % de Monastrell,Murcia,Murcia
Marques de Tomares,Rioja Crianza 2019,2019,3.9,78,España / Rioja,8.95,Vino tinto,"90 % de Tempranillo, 10 % de Graciano",Rioja,Rioja
Oliver Viticultors,Cava Sadurní Oliver Reserva Brut Nature 2017,2017,3.9,36,España / Cataluña,9.68,Vino espumoso,"Chardonnay, Macabeo, Xarel-lo, Parellada",Cataluña,Cataluña
Son Prim,Cabernet Sauvignon 2019,2019,3.9,38,España / Islas Baleares / Mallorca,13.95,Vino tinto,100 % de Cabarnet Sauvignon,Islas Baleares,Islas Baleares
Parxet,Cava Brut Nature 2011,2011,3.5,90,España / Cava,30.19,Otro,"Macabeo, Parellada",Cava,Cava
Viña Real,Rioja Gran Reserva 2016,2016,3.9,75,España / Rioja,27.75,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Particular,Garnacha Viñas Centenarias 2014,2014,4.1,290,España / Aragón / Cariñena,11.88,Vino tinto,100 % de Garnacha,Aragón,Aragón
Muriel,Fincas de la Villa Rioja Crianza 2005,2005,3.6,97,España / Rioja,6.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Castaño,Solanera Viñas Viejas 2012,2012,3.7,2684,España / Murcia / Yecla,11.13,Otro,"Cabernet Sauvignon, Mourvedre",Murcia,Murcia
Peñafiel,Miros de Ribera Roble Tinto 2018,2018,4.0,677,España / Castilla y León / Ribera del Duero,9.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Suertes del Marqués,El Lance 7 Fuentes 2019,2019,3.6,38,España / Islas Canarias / Valle de la Orotava,15.35,Vino tinto,100 % de Listan Negro,Islas Canarias,Islas Canarias
Familia Torres,Purgatori Costers del Segre 2017,2017,4.2,935,España / Cataluña / Costers del Segre,25.50,Vino tinto,"Shiraz/Syrah, Grenache, Carignan",Cataluña,Cataluña
Luis Cañas,Rioja Reserva 2015,2015,4.0,1485,España / Rioja,14.40,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Samsara,Moriche 2018,2018,3.8,59,España / Andalucía / Sierras de Málaga,11.95,Vino tinto,"Shiraz/Syrah, Merlot, Tempranillo",Andalucía,Andalucía
Viñedos Verticales,La Raspa 2020,2020,3.5,71,España / Andalucía / Sierras de Málaga,9.12,Vino blanco,"80 % de Moscatel de Alejandría, 20 % de Doradilla",Andalucía,Andalucía
Shaya,Vidilla Verdejo Ecológico 2020,2020,3.7,82,España / Castilla y León / Rueda,5.40,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Codorníu,Ars Collecta Gran Reserva Blanc de Noirs 2015,2015,3.9,398,España / Cava,21.75,Vino espumoso,"Pinot Noir, Trepat",Cava,Cava
Comando G,Rozas 1er Cru 2018,2018,4.1,199,España / Madrid,59.90,Vino tinto,100 % de Garnacha,Madrid,Madrid
Miquel Jané,Clàssic Penedès Sauvignon Blanc Brut Nature 2016,2016,3.7,32,España / Cataluña / Penedès,8.90,Vino espumoso,100 % de Sauvignon Blanc,Cataluña,Cataluña
LaOsa,Trasto Prieto Picudo 2015,2015,3.7,25,España / Castilla y León,15,Vino tinto,Prieto Picudo,Castilla y León,Castilla y León
Álvaro Palacios,Vi de Vila Gratallops 2014,2014,4.2,656,España / Cataluña / Priorato,129.95,Vino tinto,"Shiraz/Syrah, Garnacha, Cabernet Sauvignon",Cataluña,Cataluña
Los Frailes,Naturel 2019,2019,3.6,33,España / Valencia,8.75,Otro,"40 % de Shiraz/Syrah, 40 % de Garnacha, 20 % de Monastrell",Valencia,Valencia
Montesanco,Món Bobal 2018,2018,4.1,32,España / Valencia / Utiel-Requena,25,Otro,100 % de Bobal,Valencia,Valencia
Bodegas Valdemar,Conde de Valdemar Finca Alto Cantabria 2019,2019,3.9,110,España / Rioja,15.50,Otro,Viura,Rioja,Rioja
Bodegas Virgen de Galir,Pagos del Galir Godello 2021,2021,3.8,214,España / Galicia / Valdeorras,11.50,Vino blanco,100 % de Godello,Galicia,Galicia
Valdubon,Honoris 2017,2017,4.2,44,España / Castilla y León / Ribera del Duero,38.50,Vino tinto,"92 % de Tinta del Pais, 8 % de Merlot",Castilla y León,Castilla y León
VALENCISO,Rioja Blanco 2019,2019,4.1,359,España / Rioja,17.90,Vino blanco,100 % de Viura,Rioja,Rioja
Loxarel,Cora Blanco 2020,2020,4.1,258,España / Cataluña / Penedès,7.40,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Cruz de Alba,Finca Los Hoyales Ribera del Duero 2015,2015,4.5,173,España / Castilla y León / Ribera del Duero,72.75,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Arloren,Paca 2018,2018,3.6,31,España / Murcia / Jumilla,9.90,Vino tinto,"Cabernet Sauvignon, Monastrell, Shiraz/Syrah",Murcia,Murcia
Mortitx,Flaires 2021,2021,3.6,29,España / Islas Baleares / Mallorca,12.99,Vino rosado,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Monastrell",Islas Baleares,Islas Baleares
Cuevas de Castilla,Sindo 2013,2013,3.1,41,España / Castilla y León / Rueda,4.95,Vino blanco,"Viura, Verdejo",Castilla y León,Castilla y León
Cyatho,Rueda Verdejo 2021,2021,3.5,80,España / Castilla y León / Rueda,5.45,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Altos de Tamarón,Reserva Ribera del Duero 2016,2016,3.8,674,España / Castilla y León / Ribera del Duero,12.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodegas Javier San Pedro Ortega,Cueva de Lobos Crianza 2019,2019,3.8,87,España / Rioja,6.60,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Lan,Duquesa De Valladolid Verdejo Rueda 2020,2020,3.9,333,España / Castilla y León / Rueda,5.95,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Raventós i Blanc,De Nit Rosado 2020,2020,4.0,153,España / Cataluña,16.54,Otro,"40 % de Xarel-lo, 39 % de Macabeo, 15 % de Parellada, 6 % de Monastrell",Cataluña,Cataluña
Yllera,Jesús Yllera Crianza 2015,2015,4.0,401,España / Castilla y León / Ribera del Duero,22.20,Otro,"Merlot, Tempranillo, Cabernet Sauvignon",Castilla y León,Castilla y León
Laderas de Montejurra,Emilio Valerio 2018,2018,3.8,83,España / Navarra,9.50,Vino tinto,"50 % de Garnacha, 17 % de Tempranillo, 13 % de Merlot, 13 % de Graciano, 7 % de Cabernet Sauvignon",Navarra,Navarra
Pardas,Negre Franc 2017,2017,3.8,97,España / Cataluña / Penedès,12.90,Vino tinto,100 % de Cabernet Franc,Cataluña,Cataluña
Bodegas 6º Elemento - Vino Sexto Elemento,Tinto 2019,2019,4.4,104,España / Valencia,17.90,Otro,100 % de Bobal,Valencia,Valencia
Raventós i Blanc,Manuel Raventós 2011,2011,4.1,65,España / Cataluña / Penedès,68.50,Vino espumoso,100 % de Xarel-lo,Cataluña,Cataluña
Cune (CVNE),Reserva 2018,2018,4.1,149,España / Rioja,10.90,Vino tinto,100 % de Viura,Rioja,Rioja
Borsao Bodegas,Rosado (Selección Rosado / Rosé) 2021,2021,3.7,39,España / Aragón / Campo de Borja,4.75,Vino rosado,100 % de Garnacha,Aragón,Aragón
Vall Llach,Porrera Vi de Vila 2018,2018,4.3,63,España / Cataluña / Priorato,50.85,Vino tinto,"77 % de Cariñena, 23 % de Garnacha",Cataluña,Cataluña
Mesta,Verdejo 2019,2019,3.5,1244,España / Castilla / Uclés,3.94,Vino blanco,100 % de Verdejo,Castilla,Castilla
César Muñoz,Cienfuegos 2019,2019,3.9,26,España / Castilla y León,21.05,Vino blanco,"60 % de Albarin Blanco, 20 % de Verdejo, 20 % de Godello",Castilla y León,Castilla y León
Beronia,Rioja Crianza 2019,2019,3.7,88,España / Rioja,7.40,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Valdemar,Conde de Valdemar Gran Reserva 2011,2011,3.9,1140,España / Rioja,18.92,Vino tinto,"85 % de Tempranillo, 10 % de Mazuelo, 5 % de Graciano",Rioja,Rioja
Bodegas Olarra,Añares Rioja Reserva 2017,2017,3.9,187,España / Rioja,10.90,Otro,100 % de Tempranillo,Rioja,Rioja
Niepoort,Ribeira Sacra Ladredo 2013,2013,3.9,52,España / Galicia / Ribeira Sacra,45.22,Vino tinto,100 % de Garnacha Tintorera,Galicia,Galicia
Bicicletas y Peces,Verdejo 2021,2021,3.9,108,España / Castilla y León / Rueda,8.80,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Viña Pedrosa,Reserva 2014,2014,4.2,360,España / Castilla y León / Ribera del Duero,33.55,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Muchada-Léclapart,Lumière 2017,2017,4.2,87,España / Andalucía / Cádiz,49.95,Vino blanco,100 % de Palomino,Andalucía,Andalucía
Bodega Cerrón,Remordimiento Tinto 2018,2018,3.9,373,España / Murcia / Jumilla,9.90,Otro,"80 % de Monastrell, 20 % de Shiraz/Syrah",Murcia,Murcia
Bodegas Valdemar,Conde de Valdemar Rosado 2020,2020,3.5,70,España / Rioja,5.90,Vino rosado,"75 % de Garnacha, 25 % de Mazuelo",Rioja,Rioja
Comando G,La Bruja de Rozas 2020,2020,3.9,288,España / Madrid,21.99,Vino tinto,100 % de Garnacha,Madrid,Madrid
Chivite,Navarra Reserva Coleccion 125 1996,1996,3.9,62,España / Navarra,50,Vino tinto,100 % de Tempranillo,Navarra,Navarra
Ca N'Estella,Clot Dels Oms Blanco 2019,2019,3.6,47,España / Cataluña / Penedès,6.95,Vino blanco,"Chardonnay, Malvasia",Cataluña,Cataluña
La Senda,1984 Tinto 2018,2018,3.6,149,España / Castilla y León / Bierzo,11.85,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Alta Alella,Bruant 2017,2017,4.0,242,España / Cava,33.50,Otro,100 % de Xarel-lo,Cava,Cava
Parés Baltà,Mas Petit 2018,2018,3.6,59,España / Cataluña / Penedès,7.90,Vino tinto,100 % de Cabernet Sauvignon,Cataluña,Cataluña
Pazos de Lusco,Lusco Albariño 2020,2020,4.1,347,España / Galicia / Rías Baixas,16.27,Vino blanco,100 % de Albariño,Galicia,Galicia
Can Sumoi,Xarel-Lo 2020,2020,4.0,353,España / Cataluña / Penedès,11.95,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Marques de Tomares,Rioja Gran Reserva 2014,2014,4.3,108,España / Rioja,25.95,Otro,100 % de Tempranillo,Rioja,Rioja
Oller del Mas,Bernat Oller Blanc de Picapolls 2019,2019,4.0,92,España / Cataluña / Pla de Bages,10.50,Vino blanco,"Picapoll Blanco, Piquepoul Noir",Cataluña,Cataluña
Bodegas El Paraguas,Agás do Tempo 2018,2018,3.8,50,España / Galicia / Ribeiro,13.99,Vino blanco,"80 % de Treixadura, 8 % de Torrontés, 7 % de Albariño, 5 % de Loureiro",Galicia,Galicia
Ignios Orígenes,Vendimia Seleccionada Listán Negro 2017,2017,4.0,62,España / Islas Canarias / Ycoden-Daute-Isora,26.95,Vino tinto,100 % de Listan Negro,Islas Canarias,Islas Canarias
Dehesa del Carrizal,Syrah 2016,2016,4.2,233,España / Castilla / Dehesa del Carrizal,14.48,Vino tinto,100 % de Shiraz/Syrah,Castilla,Castilla
Bodegas Care,Solidarity Rosé 2021,2021,3.6,49,España / Aragón / Cariñena,6.40,Vino rosado,"50 % de Cabernet Sauvignon, 50 % de Tempranillo",Aragón,Aragón
Bodega Monasterio de Corias,Corias Guilfa Verdejo Negro - Carrasquín 2013,2013,3.6,37,España / Asturias / Cangas,15.30,Vino tinto,Carrasquin,Asturias,Asturias
Puiggros,Sentits Negres Vinyes Velles Garnatxa Negra 2016,2016,4.0,36,España / Cataluña,18,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Cune (CVNE),Maceración Carbónica 2017,2017,3.2,90,España / Rioja,6.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Faustino,I Gran Reserva 2009,2009,4.1,10282,España / Rioja,18.88,Vino tinto,100 % de Tempranillo,Rioja,Rioja
